EventNumber DecayParticle1_ime DecayParticle1_bozon DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_ime DecayParticle2_bozon DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
718 b 0 4.18 3.246 -13.988 -29.82 33.3602 14.3597 b 0 4.18 50.854 -12.912 -41.18 66.829 52.4676
719 tau+ 0 1.77 -2.061 -41.412 35.24 54.4444 41.4633 tau- 0 1.77 -20.839 -39.788 52.86 69.3878 44.9149
720 b 0 4.18 19.208 -0.392 -0.629 19.6715 19.212 b 0 4.18 15.092 -5.208 -1.071 16.5382 15.9653
721 b 0 4.18 -8.633 -0.822 -4.232 10.516 8.67204 b 0 4.18 -1.067 -26.578 -48.668 55.6199 26.5994
722 W+ 1 80.4 -20.608 4.836 11.88 83.9844 21.1678 W- 1 80.4 -68.992 2.964 67.32 125.558 69.0556
723 b 0 4.18 60.762 1.63 -19.76 64.0516 60.7839 b 0 4.18 17.138 79.87 -79.04 113.744 81.688
724 b 0 4.18 -1.372 54.6 -0.97 54.7855 54.6172 b 0 4.18 -32.928 5.4 -18.43 38.3478 33.3678
725 W+ 1 80.4 -52.488 13.262 -2.133 96.9514 54.1375 W- 1 80.4 -20.412 56.538 -21.567 102.677 60.1099
726 b 0 4.18 69.861 -3.39 11.328 70.9778 69.9432 b 0 4.18 25.839 -19.21 83.072 89.1914 32.1975
727 b 0 4.18 -4.983 -0.168 -38.28 38.829 4.98583 b 0 4.18 -10.117 -2.232 -25.52 27.8582 10.3603
728 W+ 1 80.4 -62.436 1.32 -4.932 101.924 62.4499 W- 1 80.4 -10.164 25.08 -49.868 98.4037 27.0613
729 tau+ 0 1.77 8.704 -11.844 -5.664 15.851 14.6983 tau- 0 1.77 16.896 -53.956 -6.136 56.8991 56.5396
730 b 0 4.18 52.86 8.064 -9.984 54.556 53.4716 b 0 4.18 35.24 42.336 -31.616 63.6493 55.0835
731 b 0 4.18 -77.814 0.069 0 77.9262 77.814 b 0 4.18 -0.786003 6.831 58.2 58.7537 6.87607
732 W+ 1 80.4 36.524 -11.438 6.88 89.3103 38.2731 W- 1 80.4 42.876 -18.662 36.12 99.7769 46.7613
733 b 0 4.18 1.595 -11.515 -44.334 46.023 11.6249 b 0 4.18 12.905 -21.385 -37.766 45.4709 24.9771
734 W+ 1 80.4 -9.84 -2.165 -5.733 81.2314 10.0754 W- 1 80.4 -2.16 -41.135 -38.367 98.1475 41.1917
735 b 0 4.18 0 -10.488 11.016 15.7741 10.488 b 0 4.18 0 -3.312 53.784 54.0478 3.312
736 b 0 4.18 -7.967 25.92 27.357 38.7453 27.1168 b 0 4.18 -17.733 46.08 55.543 74.4333 49.3743
737 b 0 4.18 4.454 -24.96 -7.02 26.6382 25.3543 b 0 4.18 8.646 -37.44 -19.98 43.5107 38.4253
738 Z 1 91.2 13.833 2.034 30.396 97.1434 13.9817 Z 1 91.2 33.867 65.766 14.304 118.297 73.9739
739 b 0 4.18 -58.976 -1.476 14.196 60.8222 58.9945 b 0 4.18 -18.624 -47.724 53.404 74.1208 51.2292
740 b 0 4.18 -4.672 7.8 14.56 17.6673 9.09217 b 0 4.18 -2.628 89.7 37.44 97.3253 89.7385
741 b 0 4.18 12.432 5.37 4.752 14.9481 13.5422 b 0 4.18 21.168 30.43 5.148 37.6569 37.0684
742 b 0 4.18 16.072 2.672 -1.884 16.9254 16.2926 b 0 4.18 3.528 14.028 -92.316 93.5358 14.4648
743 b 0 4.18 1.026 73.71 -0 73.8356 73.7171 b 0 4.18 4.374 17.29 -2.6 18.5016 17.8347
744 b 0 4.18 48.19 -9.595 0.926 49.3221 49.1359 b 0 4.18 12.81 -40.905 45.374 62.5587 42.8639
745 b 0 4.18 -24.605 -9.282 -10.34 28.5648 26.2976 b 0 4.18 -45.695 -34.918 -13.16 59.1435 57.5091
746 b 0 4.18 21.92 -6.23 -6.55 24.0764 22.7881 b 0 4.18 32.88 -11.57 -19.65 40.2313 34.8563
747 W+ 1 80.4 -20.988 5.322 26.376 87.3423 21.6522 W- 1 80.4 -10.812 83.378 67.824 134.659 84.0761
748 b 0 4.18 -70.372 3.504 -7.854 71.0187 70.4592 b 0 4.18 -26.028 18.396 -63.546 71.214 31.8727
749 b 0 4.18 72.3 5.464 0.867 72.6317 72.5062 b 0 4.18 24.1 62.836 4.233 67.5616 67.2991
750 b 0 4.18 -17.671 45.637 2.88 49.2013 48.9387 b 0 4.18 -25.429 51.463 21.12 61.3074 57.4027
751 b 0 4.18 -25.74 1.378 7.2 27.088 25.7769 b 0 4.18 -2.86 67.522 82.8 106.961 67.5825
752 b 0 4.18 -26.944 7.42 -8.352 29.4663 27.947 b 0 4.18 -15.156 29.68 -43.848 55.2334 33.3258
753 b 0 4.18 3.486 -0.298 -65.94 66.1649 3.49871 b 0 4.18 21.414 -14.602 -12.56 29.1033 25.9187
754 W+ 1 80.4 -12.71 -11.75 -8.814 82.7131 17.3091 W- 1 80.4 -7.79 -35.25 -58.986 106.051 36.1005
755 b 0 4.18 -7.854 3.465 18.373 20.7058 8.58438 b 0 4.18 -4.046 19.635 78.327 80.9598 20.0475
756 b 0 4.18 47.386 8.216 -0.851 48.2818 48.093 b 0 4.18 7.714 54.984 -84.249 100.986 55.5225
757 W+ 1 80.4 -23.634 5.312 -4.611 84.0964 24.2236 W- 1 80.4 -36.966 61.088 -4.089 107.606 71.4019
758 b 0 4.18 -61.699 -6.888 -5.46 62.4619 62.0823 b 0 4.18 -16.401 -79.212 -36.54 88.8604 80.8921
759 b 0 4.18 -20.294 4.325 -1.946 21.2559 20.7497 b 0 4.18 -7.506 12.975 -95.354 96.6155 14.9897
760 b 0 4.18 31.047 -7.505 1.84 32.2661 31.9412 b 0 4.18 8.253 -31.995 90.16 96.115 33.0423
761 b 0 4.18 -70.38 -0.038 -6.903 70.8412 70.38 b 0 4.18 -12.42 -1.862 -46.197 48.0558 12.5588
762 b 0 4.18 47.465 1.602 33.228 58.1125 47.492 b 0 4.18 38.835 16.198 59.072 72.6464 42.0777
763 b 0 4.18 -30.195 -0.962 -0.096 30.4983 30.2103 b 0 4.18 -19.305 -1.638 -4.704 20.3707 19.3744
764 b 0 4.18 -13.376 -6.142 -15.407 21.7138 14.7187 b 0 4.18 -28.424 -10.458 -34.293 45.9432 30.2869
765 b 0 4.18 57.939 3.744 -0.835 58.2161 58.0598 b 0 4.18 7.161 58.656 -15.865 61.3268 59.0915
766 W+ 1 80.4 -20.88 9.471 0.49 83.6067 22.9276 W- 1 80.4 -3.12 76.629 24.01 113.677 76.6925
767 b 0 4.18 10.744 2.04 0.56 11.721 10.936 b 0 4.18 2.856 8.16 55.44 56.2655 8.64536
768 W+ 1 80.4 -56.648 -5.3 4.487 98.5971 56.8954 W- 1 80.4 -20.952 -21.2 59.613 104.433 29.8065
769 b 0 4.18 -3.124 3.638 -18.128 19.2117 4.79525 b 0 4.18 -11.076 7.062 -23.072 26.8764 13.1358
770 W+ 1 80.4 45.216 -37.12 -2.46 99.4615 58.5011 W- 1 80.4 48.984 -55.68 -18.04 110.857 74.1599
771 b 0 4.18 35.19 0.642 0.192 35.4437 35.1959 b 0 4.18 3.91 10.058 4.608 12.4562 10.7913
772 b 0 4.18 1.71 -6.576 0.074 7.97783 6.79469 b 0 4.18 0.19 -75.624 3.626 75.8264 75.6242
773 W+ 1 80.4 54.418 5.698 -1.29 97.2605 54.7155 W- 1 80.4 5.382 75.702 -63.21 127.355 75.8931
774 b 0 4.18 -0.112 -57.528 -7.944 58.2242 57.5281 b 0 4.18 -0.588 -22.372 -58.256 62.5467 22.3797
775 W+ 1 80.4 3.848 -30.849 4.392 86.3129 31.0881 W- 1 80.4 6.552 -48.251 13.908 95.0194 48.6938
776 W+ 1 80.4 6.02 -5.44 -0.1 80.8084 8.11382 W- 1 80.4 2.58 -21.76 -0.9 83.3374 21.9124
777 b 0 4.18 -41.616 2.464 0 41.8979 41.6889 b 0 4.18 -16.184 6.336 85.7 87.5444 17.3801
778 b 0 4.18 26.66 21.34 4.176 34.6563 34.149 b 0 4.18 16.34 75.66 21.924 80.5578 77.4043
779 b 0 4.18 -13.4 -4.888 1.248 14.9158 14.2637 b 0 4.18 -20.1 -4.512 14.352 25.4523 20.6002
780 W+ 1 80.4 -41.595 -32.43 1.96 96.1761 52.7432 W- 1 80.4 -46.905 -38.07 26.04 103.883 60.4103
781 W+ 1 80.4 13.213 11.82 -14.265 83.558 17.7284 W- 1 80.4 4.887 86.68 -80.835 143.303 86.8177
782 tau+ 0 1.77 49.3 -2.756 8.928 50.2088 49.377 tau- 0 1.77 35.7 -7.844 46.872 59.4654 36.5516
783 W+ 1 80.4 13.182 -18.468 -28.462 88.2558 22.6899 W- 1 80.4 37.518 -32.832 -46.438 105.386 49.8552
784 W+ 1 80.4 -42.55 7.54 1.988 91.2988 43.2129 W- 1 80.4 -49.95 21.46 5.112 97.1896 54.3648
785 b 0 4.18 -44.608 1.12 -11.492 46.2673 44.6221 b 0 4.18 -25.092 10.08 -32.708 42.6439 27.041
786 b 0 4.18 -6.46 25.488 2.21 26.7157 26.2939 b 0 4.18 -3.04 68.912 41.99 80.8625 68.979
787 b 0 4.18 12.72 -5.464 9.92 17.5366 13.8439 b 0 4.18 29.68 -62.836 6.08 69.8835 69.4929
788 W+ 1 80.4 -0.801 -23.684 3.36 83.887 23.6975 W- 1 80.4 -8.099 -52.716 2.24 96.5078 53.3345
789 b 0 4.18 5.576 47.824 7.106 48.8487 48.148 b 0 4.18 27.224 30.576 25.194 48.2519 40.9394
790 b 0 4.18 -20.28 24.827 1.299 32.3546 32.0571 b 0 4.18 -13.52 42.273 42.001 61.2483 44.3824
791 b 0 4.18 0.69 13.392 -7.62 15.9799 13.4098 b 0 4.18 2.31 8.208 -43.18 44.2119 8.52686
792 b 0 4.18 -49.734 17.028 0.629 52.738 52.5683 b 0 4.18 -11.666 77.572 62.271 100.243 78.4443
793 b 0 4.18 -53.1 -7.296 -1.272 53.7767 53.5989 b 0 4.18 -35.4 -38.304 -4.028 52.4791 52.157
794 b 0 4.18 7.995 16.254 -10.659 21.4289 18.1139 b 0 4.18 12.505 22.446 -45.441 52.3694 25.6943
795 W+ 1 80.4 -4.077 5.661 29.916 86.0686 6.97631 W- 1 80.4 -11.023 9.639 53.184 97.5044 14.643
796 b 0 4.18 -4.901 28.728 11.847 31.7355 29.1431 b 0 4.18 -11.999 46.872 24.053 54.1939 48.3835
797 W+ 1 80.4 -6.205 -0.034 -67.24 104.995 6.20509 W- 1 80.4 -30.295 -3.366 -14.76 87.2418 30.4814
798 b 0 4.18 -0.175 12.294 -48.3 50.0154 12.2952 b 0 4.18 -2.325 56.006 -16.1 58.4702 56.0542
799 b 0 4.18 -17.343 -10.013 33.684 39.4097 20.026 b 0 4.18 -24.957 -48.887 46.516 72.0694 54.8889
800 b 0 4.18 13.2 -62.707 0.892 64.2236 64.0813 b 0 4.18 39.6 -23.193 43.708 63.5133 45.892
801 b 0 4.18 16.566 3.072 -39.6 43.2377 16.8484 b 0 4.18 33.634 22.528 -32.4 52.0191 40.4816
802 b 0 4.18 7.99 5.67 -4.11 11.4172 9.7974 b 0 4.18 1.41 51.03 -78.09 93.3893 51.0495
803 W+ 1 80.4 35.998 0.636 1.078 88.0998 36.0036 W- 1 80.4 7.902 15.264 6.622 82.483 17.1881
804 b 0 4.18 -34.96 -19.8 0 40.3945 40.1776 b 0 4.18 -8.74 -79.2 4.7 79.9286 79.6808
805 b 0 4.18 0.2 6.76 -28.08 29.1838 6.76296 b 0 4.18 0.8 19.24 -23.92 30.9912 19.2566
806 b 0 4.18 28.884 -3.689 -2.922 29.5619 29.1186 b 0 4.18 4.316 -49.011 -45.778 67.3335 49.2007
807 Z 1 91.2 -6.336 5.985 15.652 92.9429 8.7158 Z 1 91.2 -46.464 7.315 20.748 104.692 47.0363
808 b 0 4.18 -30.804 -0.392 2.655 31.2019 30.8065 b 0 4.18 -29.596 -9.408 3.245 31.503 31.0553
809 W+ 1 80.4 -73.953 4.291 -4.97 109.436 74.0774 W- 1 80.4 -15.147 57.009 -44.73 109.29 58.9869
810 b 0 4.18 45.738 -2.865 21.242 50.684 45.8276 b 0 4.18 38.962 -92.635 28.158 104.449 100.495
811 W+ 1 80.4 29.784 -8.316 -1.891 86.1625 30.9232 W- 1 80.4 28.616 -37.884 -4.209 93.4663 47.4771
812 b 0 4.18 69.732 -0.325 -8.001 70.3146 69.7328 b 0 4.18 19.668 -2.175 -80.899 83.3887 19.7879
813 b 0 4.18 26.572 -6.576 -21 34.7532 27.3736 b 0 4.18 24.528 -20.824 -66.5 73.9931 32.1755
814 b 0 4.18 1.323 0.192 8.82 9.8515 1.33686 b 0 4.18 4.977 1.008 5.18 8.37206 5.07805
815 W+ 1 80.4 76.896 -1.266 -1.562 111.271 76.9064 W- 1 80.4 3.204 -62.034 -76.538 127.203 62.1167
816 tau+ 0 1.77 22.83 -2.884 40.326 46.4634 23.0114 tau- 0 1.77 53.27 -69.216 20.774 89.7955 87.3416
817 W+ 1 80.4 -84.303 -0.2 2.2 116.516 84.3032 W- 1 80.4 -12.597 -2.3 41.8 91.5171 12.8052
818 b 0 4.18 8.008 -18.7 -22.176 30.382 20.3425 b 0 4.18 28.392 -36.3 -28.224 54.202 46.0847
819 b 0 4.18 0.064 -47.94 -10.34 49.2203 47.94 b 0 4.18 1.536 -8.46 -83.66 84.2045 8.59831
820 b 0 4.18 -1.268 -37.136 -2.704 37.4897 37.1576 b 0 4.18 -30.432 -47.264 -2.496 56.4242 56.2138
821 W+ 1 80.4 -47.783 7.336 -15.246 95.0454 48.3429 W- 1 80.4 -19.517 84.364 -57.354 131.346 86.5921
822 W+ 1 80.4 -57.216 0.002 1.958 98.6999 57.216 W- 1 80.4 -2.384 0.098 95.942 125.199 2.38601
823 b 0 4.18 1.932 -6.063 20.185 21.5731 6.36338 b 0 4.18 94.668 -8.037 16.515 96.5238 95.0085
824 b 0 4.18 68.098 -2.793 3.186 68.3576 68.1553 b 0 4.18 18.102 -90.307 14.514 93.3336 92.1034
825 W+ 1 80.4 -2.336 39.232 -19.2 91.5282 39.3015 W- 1 80.4 -12.264 22.068 -76.8 114.017 25.2468
826 b 0 4.18 -28.934 -1.413 -50.616 58.469 28.9685 b 0 4.18 -56.166 -14.287 -38.184 69.5286 57.9546
827 W+ 1 80.4 -75.603 8.89 -0.639 110.722 76.1239 W- 1 80.4 -11.297 80.01 -20.661 115.846 80.8036
828 W+ 1 80.4 25.84 -3.792 3.976 84.6289 26.1168 W- 1 80.4 12.16 -91.008 10.224 122.47 91.8168
829 b 0 4.18 3.36 -24.661 -1.92 25.3103 24.8888 b 0 4.18 80.64 -2.439 -36.48 88.6398 80.6769
830 b 0 4.18 16.445 -4.746 -5.597 18.4868 17.1161 b 0 4.18 8.855 -74.354 -13.703 76.2376 74.8794
831 b 0 4.18 78.96 -0.81 -0 79.0747 78.9642 b 0 4.18 5.04 -12.69 -48.2 50.2708 13.6542
832 W+ 1 80.4 34.056 -10.5 -0 87.9444 35.6379 W- 1 80.4 4.644 -77 -75.5 134.592 77.1399
833 b 0 4.18 -12.988 18.373 -3.445 23.1429 22.5001 b 0 4.18 -6.112 78.327 -23.055 81.9846 78.5651
834 W+ 1 80.4 -40.662 3.885 -1.268 90.1901 40.8472 W- 1 80.4 -9.538 22.015 -30.432 89.2519 23.9924
835 b 0 4.18 -26.781 -9.971 7.168 29.7573 28.577 b 0 4.18 -7.119 -66.729 82.432 106.376 67.1077
836 b 0 4.18 11.904 37.336 19.896 44.1475 39.1878 b 0 4.18 37.696 34.464 63.004 81.2141 51.076
837 b 0 4.18 -10.881 22.127 30.336 39.316 24.6577 b 0 4.18 -17.019 54.173 64.464 86.0084 56.7835
838 b 0 4.18 2.596 5.049 -6.525 9.60623 5.67729 b 0 4.18 62.304 4.851 -7.975 63.1379 62.4926
839 b 0 4.18 -21.321 22.525 1.086 31.3147 31.0155 b 0 4.18 -9.579 67.575 17.014 70.4634 68.2505
840 b 0 4.18 1.652 -20.394 -16.002 26.3093 20.4608 b 0 4.18 39.648 -41.406 -9.398 58.2427 57.3273
841 W+ 1 80.4 -50.89 -19.929 0.414 97.2177 54.6531 W- 1 80.4 -21.81 -74.971 4.186 112.152 78.079
842 W+ 1 80.4 57.412 13.472 -3.674 99.7762 58.9715 W- 1 80.4 35.188 70.728 -13.026 113.466 78.9978
843 b 0 4.18 -23.9 0 -0 24.2628 23.9 b 0 4.18 0 16.2 -77.8 79.5786 16.2
844 b 0 4.18 15 34.71 -15.133 40.9422 37.8125 b 0 4.18 47.5 54.29 -25.767 76.7142 72.1364
845 b 0 4.18 20.965 55.224 4.386 59.3796 59.0696 b 0 4.18 38.935 38.376 68.714 87.9075 54.6686
846 b 0 4.18 -26.912 -7.92 -33.388 43.8088 28.0532 b 0 4.18 -19.488 -91.08 -64.812 113.549 93.1415
847 b 0 4.18 -61.1 -1.563 -19.232 64.2105 61.12 b 0 4.18 -32.9 -50.537 -40.868 72.9662 60.3026
848 W+ 1 80.4 3.968 -2.13 -25.452 84.4526 4.50355 W- 1 80.4 2.432 -19.17 -65.448 105.456 19.3237
849 b 0 4.18 -37.062 0.678 25.65 45.2708 37.0682 b 0 4.18 -15.138 33.222 69.35 78.4841 36.5084
850 b 0 4.18 38.428 1.521 25.818 46.5088 38.4581 b 0 4.18 35.472 15.379 40.382 56.0621 38.6623
851 b 0 4.18 45.36 -16.337 0.177 48.3935 48.2123 b 0 4.18 11.34 -79.763 5.723 80.8762 80.5651
852 b 0 4.18 -89.395 0.078 -0.159 89.4928 89.395 b 0 4.18 -4.705 3.822 -5.141 8.98037 6.06174
853 b 0 4.18 29.944 -5.136 40.5 50.801 30.3813 b 0 4.18 48.856 -59.064 34.5 84.1617 76.6516
854 W+ 1 80.4 83.571 2.905 -0.792 116.006 83.6215 W- 1 80.4 10.329 38.595 -19.008 91.77 39.9533
855 b 0 4.18 1.932 -1.168 44.444 44.6972 2.25762 b 0 4.18 94.668 -6.132 9.756 95.4583 94.8664
856 tau+ 0 1.77 0.232 -25.156 1.344 25.255 25.1571 tau- 0 1.77 2.668 -7.944 7.056 11.0971 8.38006
857 b 0 4.18 -34.632 -5.344 4.842 35.6209 35.0419 b 0 4.18 -9.768 -28.056 75.858 81.5749 29.7078
858 W+ 1 80.4 -24.564 12.768 4.872 85.1722 27.6841 W- 1 80.4 -28.836 13.832 76.328 115.382 31.9819
859 b 0 4.18 52.962 0.924 -5.324 53.4008 52.9701 b 0 4.18 14.938 7.476 -43.076 46.3902 16.7043
860 W+ 1 80.4 42.966 5.796 -0.238 91.3449 43.3552 W- 1 80.4 12.834 58.604 -1.462 100.327 59.9928
861 b 0 4.18 -47.282 0.015 0.315 47.4675 47.282 b 0 4.18 -3.018 0.485 10.185 11.4259 3.05672
862 b 0 4.18 -17.043 -2.997 -10.76 20.8013 17.3045 b 0 4.18 -12.857 -96.903 -16.14 99.1638 97.7522
863 b 0 4.18 55.51 -4.068 2.478 55.8706 55.6589 b 0 4.18 5.49 -63.732 80.122 102.611 63.968
864 tau+ 0 1.77 -27.189 -2.184 -8.88 28.7402 27.2766 tau- 0 1.77 -20.511 -5.616 -50.32 54.6578 21.2659
865 tau+ 0 1.77 6.46 8.478 -4.59 11.7392 10.6587 tau- 0 1.77 3.04 22.922 -87.21 90.2407 23.1227
866 b 0 4.18 -1.458 48.048 1.216 48.2668 48.0701 b 0 4.18 -47.142 13.552 5.184 49.5012 49.0512
867 b 0 4.18 8.892 -28.512 -2.055 30.2274 29.8664 b 0 4.18 59.508 -11.088 -11.645 61.7837 60.5322
868 b 0 4.18 -1.176 1.11 14.184 14.8753 1.61712 b 0 4.18 -1.224 6.29 25.216 26.3511 6.40799
869 b 0 4.18 -13.11 19.521 32.364 40.2224 23.5147 b 0 4.18 -74.29 52.779 23.436 94.1878 91.1297
870 b 0 4.18 -1.08 -10.283 15.651 19.218 10.3396 b 0 4.18 -1.62 -68.817 17.649 71.1854 68.8361
871 b 0 4.18 12.555 0.308 -66.172 67.4828 12.5588 b 0 4.18 33.945 15.092 -27.028 46.1304 37.1488
872 b 0 4.18 58.697 -3.99 -0 58.9808 58.8325 b 0 4.18 15.603 -15.01 -7.3 23.2275 21.6507
873 tau+ 0 1.77 38.589 -13.38 10.634 42.2416 40.8428 tau- 0 1.77 29.111 -31.22 71.166 83.0052 42.6865
874 b 0 4.18 -66.74 9.185 -4.644 67.6582 67.3691 b 0 4.18 -27.26 74.315 -21.156 82.0419 79.157
875 b 0 4.18 1.911 34.055 -44.832 56.4869 34.1086 b 0 4.18 61.789 35.445 -48.568 86.3166 71.2336
876 b 0 4.18 0.844 -2.268 -55.23 55.4408 2.41995 b 0 4.18 41.356 -5.832 -23.67 48.1879 41.7652
877 W+ 1 80.4 -2.505 34.816 -28.116 92.0494 34.906 W- 1 80.4 -80.995 19.584 -57.084 129.099 83.329
878 b 0 4.18 1.936 -43.513 -15.824 46.5296 43.556 b 0 4.18 46.464 -38.587 -20.976 64.0728 60.3975
879 b 0 4.18 -23.12 -11.82 -44.55 51.7341 25.9663 b 0 4.18 -44.88 -86.68 -37.95 104.811 97.6096
880 b 0 4.18 12.195 10.574 -15.504 22.7678 16.1409 b 0 4.18 14.905 51.626 -25.296 59.5379 53.7346
881 b 0 4.18 -37.572 -15.216 4.452 40.9936 40.5362 b 0 4.18 -23.028 -48.184 27.348 60.1446 53.404
882 b 0 4.18 67.896 -3.836 0.21 68.1329 68.0043 b 0 4.18 26.404 -23.564 1.29 35.6591 35.3897
883 b 0 4.18 -29.698 -13.902 -14.4 36.0565 32.7908 b 0 4.18 -18.202 -85.398 -45.6 98.595 87.3163
884 b 0 4.18 41.454 -33.35 -0.982 53.3769 53.2039 b 0 4.18 43.146 -33.35 -97.218 111.546 54.5326
885 W+ 1 80.4 2.439 1.425 15.648 81.9573 2.82477 W- 1 80.4 24.661 0.475 82.152 117.565 24.6656
886 b 0 4.18 -5.018 35.412 5.769 36.4684 35.7658 b 0 4.18 -33.582 9.988 58.331 68.1725 35.0359
887 b 0 4.18 1.612 -8.468 18.827 21.1242 8.62007 b 0 4.18 38.688 -20.732 9.273 45.0559 43.8928
888 tau+ 0 1.77 -29.963 -2.925 11.354 32.224 30.1054 tau- 0 1.77 -6.137 -94.575 69.746 117.685 94.7739
889 b 0 4.18 21.725 0.728 35.42 41.7679 21.7372 b 0 4.18 17.775 72.072 45.08 86.9483 74.2316
890 W+ 1 80.4 -36.039 8.7 12.972 89.4815 37.0742 W- 1 80.4 -51.861 63.8 14.628 115.923 82.2192
891 b 0 4.18 0.897 -4.324 11.865 13.3324 4.41606 b 0 4.18 1.403 -5.076 67.235 67.5704 5.26633
892 b 0 4.18 14.016 -21.252 2.104 25.8843 25.4577 b 0 4.18 7.884 -54.648 24.196 60.4275 55.2138
893 W+ 1 80.4 -66.12 -1.996 0.432 104.116 66.1501 W- 1 80.4 -3.48 -97.804 13.968 127.424 97.8659
894 b 0 4.18 4.109 0.846 9.309 11.0331 4.19519 b 0 4.18 54.591 13.254 1.391 56.3494 56.1769
895 W+ 1 80.4 -80.838 4.56 2.002 114.122 80.9665 W- 1 80.4 -18.962 33.44 26.598 93.0022 38.442
896 b 0 4.18 44.28 -4.06 -0 44.6618 44.4657 b 0 4.18 17.22 -10.44 -51.5 55.4549 20.1376
897 b 0 4.18 -29.541 5.04 0.917 30.2719 29.9679 b 0 4.18 -39.159 3.96 90.783 99.036 39.3587
898 b 0 4.18 -40.672 -9.048 16.51 45.0126 41.6663 b 0 4.18 -24.928 -66.352 46.99 85.1441 70.8801
899 b 0 4.18 -13.132 -0.7 -0.478 13.8073 13.1506 b 0 4.18 -0.268 -69.3 -47.322 84.0203 69.3005
900 W+ 1 80.4 16.02 -37.863 1.12 90.3087 41.1126 W- 1 80.4 37.38 -22.237 14.88 92.6138 43.4942
901 b 0 4.18 -13.695 20.608 11.011 27.4036 24.7435 b 0 4.18 -11.205 43.792 73.689 86.5496 45.2028
902 b 0 4.18 12.098 -6.524 7.567 16.2375 13.745 b 0 4.18 14.202 -86.676 8.533 88.3443 87.8318
903 W+ 1 80.4 13.53 -4.613 7.722 82.0252 14.2948 W- 1 80.4 2.97 -61.287 62.478 118.881 61.3589
904 b 0 4.18 -34.558 1.034 0.272 34.8263 34.5735 b 0 4.18 -12.142 3.666 6.528 14.8646 12.6834
905 b 0 4.18 6.171 14.763 -7.84 18.3021 16.0009 b 0 4.18 12.529 11.137 -70.56 72.6443 16.7633
906 b 0 4.18 25.84 11.77 -1.516 28.7404 28.3943 b 0 4.18 8.16 41.73 -74.284 85.6946 42.5203
907 W+ 1 80.4 14.664 -3.93 -57.035 99.7378 15.1815 W- 1 80.4 46.436 -22.27 -36.465 102.206 51.5
908 W+ 1 80.4 -39.06 -3.44 -0.735 89.4551 39.2112 W- 1 80.4 -2.94 -82.56 -23.765 117.702 82.6123
909 W+ 1 80.4 4.335 -4.938 -5.985 80.8898 6.57085 W- 1 80.4 0.765 -77.362 -60.515 126.932 77.3658
910 W+ 1 80.4 42.12 -0.229 8.64 91.1754 42.1206 W- 1 80.4 16.38 -22.671 23.36 88.273 27.9692
911 b 0 4.18 -3.005 2.46 51.12 51.4374 3.88351 b 0 4.18 -57.095 13.94 12.78 60.2907 58.7721
912 b 0 4.18 31.556 -2.74 -3.184 32.1076 31.6747 b 0 4.18 2.744 -65.76 -76.416 100.94 65.8172
913 b 0 4.18 6.576 -10.048 24.244 27.3761 12.0086 b 0 4.18 75.624 -52.752 7.656 92.6167 92.205
914 b 0 4.18 67.47 -10.362 1.54 68.4063 68.2611 b 0 4.18 19.03 -83.838 12.46 86.9694 85.9706
915 b 0 4.18 -26.703 -7.974 18.656 33.7958 27.8682 b 0 4.18 -11.997 -80.626 66.144 105.057 81.5137
916 b 0 4.18 -13.482 0.532 -29.986 33.1463 13.4925 b 0 4.18 -82.818 1.368 -21.714 85.7302 82.8293
917 b 0 4.18 2.414 19.936 -21.438 29.6704 20.0816 b 0 4.18 11.786 15.664 -57.962 61.3297 19.6028
918 b 0 4.18 -32.232 0.58 -18.9 37.6021 32.2372 b 0 4.18 -15.168 28.42 -44.1 54.7727 32.2144
919 b 0 4.18 -7.258 10.98 36.989 39.4829 13.162 b 0 4.18 -11.842 62.22 41.711 75.9529 63.3369
920 W+ 1 80.4 2.184 3 -3.684 80.5699 3.71078 W- 1 80.4 0.416 22 -88.416 121.514 22.0039
921 b 0 4.18 -0.103 44.044 15.796 46.9773 44.0441 b 0 4.18 -10.197 13.156 56.004 58.5746 16.6451
922 b 0 4.18 24.208 -0.258 7.92 25.8126 24.2094 b 0 4.18 2.992 -25.542 71.28 75.8924 25.7166
923 b 0 4.18 10.777 -21.616 -13.919 28.1888 24.1536 b 0 4.18 72.123 -16.984 -30.981 80.4206 74.0958
924 tau+ 0 1.77 -16.56 42.849 -1.16 45.9864 45.9377 tau- 0 1.77 -55.44 19.251 -13.34 60.2103 58.6873
925 b 0 4.18 -72.675 -0.156 -5.676 73.0162 72.6752 b 0 4.18 -24.225 -5.044 -20.124 32.1674 24.7445
926 b 0 4.18 3.078 4.176 -28.764 29.5255 5.18778 b 0 4.18 48.222 3.024 -51.136 70.476 48.3167
927 W+ 1 80.4 -59.78 -19.414 -2.285 102.078 62.8534 W- 1 80.4 -38.22 -37.686 -43.415 105.972 53.675
928 b 0 4.18 17.425 -9.11 29.302 35.5345 19.6627 b 0 4.18 25.075 -81.99 30.498 91.0973 85.7386
929 b 0 4.18 18.08 12.784 -8.021 23.9192 22.1431 b 0 4.18 27.12 14.416 -53.679 61.9857 30.7134
